online_order,book_table,votes,location,rest_type,cost,type,rate
0,0,377,29,73,300.0,4,4.2
1,0,11,31,73,200.0,4,3.4
1,0,49,44,73,300.0,4,3.3
1,0,194,29,24,400.0,4,3.9
1,0,5,43,24,800.0,4,3.5
1,0,74,7,24,700.0,4,2.7
0,0,13,31,73,200.0,4,3.6
1,0,64,44,73,300.0,4,3.9
1,0,9,31,73,200.0,4,3.4
0,0,64,46,73,300.0,4,2.8
1,0,76,44,73,450.0,4,4.2
1,0,7,44,73,500.0,4,3.1
0,0,8,46,14,250.0,4,3.5
0,0,29,22,24,600.0,4,3.7
0,0,7,44,14,200.0,4,3.1
0,0,4,22,24,700.0,4,3.2
0,0,40,46,24,500.0,4,3.8
0,0,7,22,24,450.0,4,3.3
0,0,4,44,62,300.0,4,3.3
0,0,7,44,24,850.0,4,3.5
0,0,16,46,16,300.0,4,3.6
1,0,60,31,73,400.0,4,3.6
1,0,13,0,73,200.0,4,3.5
1,0,4,44,73,300.0,4,3.3
1,0,13,29,73,300.0,4,3.3
1,0,22,31,73,400.0,4,3.1
0,0,53,43,5,600.0,4,2.8
0,0,34,46,73,300.0,4,3.7
0,0,89,44,73,300.0,4,3.8
0,0,19,31,73,400.0,4,3.6
1,0,22,7,73,500.0,4,3.5
1,0,6,7,73,300.0,4,3.3
1,0,11,7,73,300.0,4,3.3
1,0,75,31,73,300.0,4,3.8
1,0,9,31,73,400.0,4,3.2
1,0,72,44,73,600.0,4,3.0
1,0,33,29,50,600.0,4,3.9
1,0,16,44,73,200.0,4,3.5
0,0,12,46,73,300.0,4,3.5
0,0,68,46,50,550.0,4,3.6
0,0,82,46,73,200.0,4,3.8
0,0,5,31,73,200.0,4,3.3
0,0,5,29,73,200.0,4,3.2
0,0,4,43,6,1000.0,4,3.3
0,0,13,40,73,200.0,4,3.2
0,0,5,44,62,150.0,4,3.3
0,0,39,44,24,700.0,4,3.4
0,0,10,29,11,200.0,4,3.1
1,0,6,7,73,250.0,4,3.2
1,0,58,46,73,500.0,4,3.9
0,0,53,46,73,300.0,4,2.9
0,0,6,31,73,300.0,4,3.3
0,0,25,29,73,200.0,4,3.4
1,0,14,31,24,600.0,4,3.8
1,0,49,22,24,500.0,4,3.6
0,0,11,46,73,200.0,4,3.4
0,0,7,44,73,100.0,4,3.2
0,0,77,7,73,500.0,4,2.7
0,0,4,31,73,200.0,4,3.3
0,0,14,45,73,350.0,4,3.8
0,0,12,31,50,500.0,4,3.1
0,0,4,44,73,300.0,4,3.2
0,0,4,46,73,300.0,4,3.3
0,0,14,44,73,400.0,4,2.9
0,0,21,44,73,250.0,4,3.7
0,0,27,31,73,300.0,4,3.8
0,0,4,7,73,400.0,4,3.2
0,0,10,44,73,200.0,4,3.6
0,0,18,44,73,300.0,4,3.0
0,0,8,46,73,100.0,4,3.4
0,0,21,44,73,200.0,4,3.1
0,0,7,7,73,250.0,4,3.2
0,0,12,44,73,200.0,4,3.5
0,0,15,44,43,400.0,4,3.5
0,0,4,7,73,200.0,4,3.3
0,0,6,44,73,250.0,4,3.5
1,0,85,29,16,500.0,4,2.7
1,0,57,31,73,400.0,4,3.0
0,0,91,31,24,900.0,4,3.7
1,0,205,44,73,250.0,4,4.1
0,0,89,29,73,400.0,4,3.8
0,0,17,7,73,300.0,4,3.0
1,0,6,31,24,550.0,4,3.1
1,0,68,31,73,550.0,4,3.1
0,0,21,44,73,100.0,4,3.8
1,0,62,25,73,350.0,4,3.8
1,0,15,3,24,600.0,4,3.4
1,1,256,3,24,800.0,4,3.8
0,0,9,44,73,150.0,4,3.0
1,0,69,3,73,250.0,4,3.1
1,0,298,7,73,450.0,4,2.3
1,0,187,29,16,500.0,4,3.8
1,0,47,7,24,800.0,4,2.5
0,1,3902,44,71,1000.0,5,4.5
0,1,1149,0,25,1100.0,5,4.4
1,1,624,0,25,1500.0,5,4.1
0,1,165,0,6,1100.0,5,4.0
0,0,15,0,6,1000.0,5,3.0
0,0,39,0,6,1200.0,5,3.5
0,0,8,41,57,1600.0,5,3.5
1,0,4650,46,57,1500.0,5,4.6
0,1,1533,44,65,2000.0,5,4.4
0,1,2225,46,25,1100.0,5,4.5
1,1,2493,3,68,900.0,5,4.4
1,1,3870,44,29,1600.0,5,4.4
0,1,6348,46,7,1600.0,5,4.5
1,1,4315,29,63,1600.0,5,4.4
0,1,4390,44,6,1000.0,5,4.8
0,1,110,44,57,1500.0,5,4.4
0,1,866,43,65,1400.0,5,4.6
0,1,4947,44,30,1800.0,5,4.6
0,1,1932,44,65,1400.0,5,4.5
0,1,1213,43,64,1200.0,5,4.4
0,1,1771,29,6,1300.0,5,3.9
0,1,2151,44,57,1000.0,5,4.0
1,1,2563,44,6,1200.0,5,4.3
1,1,1365,46,25,1400.0,5,4.2
1,1,587,29,25,1200.0,5,4.1
1,1,1774,44,68,1200.0,5,4.1
0,1,759,42,6,1200.0,5,4.1
0,1,1192,29,30,1200.0,5,4.2
0,1,1235,44,60,1500.0,5,4.1
0,0,737,45,7,1400.0,5,3.9
0,1,144,44,69,1000.0,5,3.9
1,1,1014,29,69,1300.0,5,4.0
0,0,31,43,6,1000.0,5,3.9
0,1,579,44,71,1300.0,5,3.9
0,1,1388,44,57,1400.0,5,3.9
0,0,103,43,6,1500.0,5,3.8
0,1,169,43,6,1300.0,5,3.8
1,0,9,46,7,700.0,5,3.5
0,0,4,43,6,1000.0,5,3.3
0,1,1154,0,25,1100.0,6,4.4
0,1,6349,46,7,1600.0,6,4.5
1,1,625,0,25,1500.0,6,4.1
0,1,165,0,6,1100.0,6,4.0
0,0,15,0,6,1000.0,6,3.0
0,0,39,0,6,1200.0,6,3.5
1,0,32,0,71,900.0,6,3.7
0,1,10422,44,25,1400.0,6,4.7
0,1,3903,44,71,1000.0,6,4.5
0,1,2233,46,25,1100.0,6,4.5
1,1,3130,44,25,1500.0,6,4.5
1,1,2493,3,68,900.0,6,4.4
0,0,2349,44,68,1400.0,6,4.3
1,1,2184,44,25,1500.0,6,4.9
0,1,4390,44,6,1000.0,6,4.8
1,1,454,46,25,1500.0,6,4.4
0,1,4965,44,30,1800.0,6,4.6
0,1,1203,29,7,1500.0,6,4.3
0,1,1213,43,64,1200.0,6,4.4
0,1,1774,29,6,1300.0,6,3.9
0,1,958,3,25,1000.0,6,4.3
1,1,2562,44,6,1200.0,6,4.3
1,1,1365,46,25,1400.0,6,4.2
1,1,541,44,30,1000.0,6,4.2
1,1,383,44,25,1500.0,6,4.4
1,1,587,29,25,1200.0,6,4.1
0,1,771,43,25,800.0,6,4.1
1,1,1774,44,68,1200.0,6,4.1
0,1,759,42,6,1200.0,6,4.1
0,1,1194,29,30,1200.0,6,4.2
1,1,400,44,18,1200.0,6,4.1
0,0,738,45,7,1400.0,6,3.9
0,1,144,44,69,1000.0,6,3.9
0,0,66,25,6,1500.0,6,3.9
1,1,1015,29,69,1300.0,6,4.0
0,0,31,43,6,1000.0,6,3.9
0,1,281,46,25,1000.0,6,3.9
0,1,579,44,71,1300.0,6,3.9
0,0,157,22,58,1300.0,6,3.8
0,0,37,44,68,1000.0,6,3.0
0,0,105,43,6,1500.0,6,3.9
0,0,97,29,25,1100.0,6,3.4
0,1,169,43,6,1300.0,6,3.8
1,0,9,46,7,700.0,6,3.5
0,0,19,22,6,600.0,6,3.3
0,0,4,43,6,1000.0,6,3.3
1,1,4733,12,24,1500.0,0,4.2
1,1,1112,12,25,1200.0,0,4.4
1,1,1401,12,25,1700.0,0,4.5
1,0,3213,12,24,750.0,0,4.0
0,1,2198,70,24,1800.0,0,4.5
1,1,3130,51,24,1500.0,0,4.3
0,1,2119,50,46,2200.0,0,4.4
0,0,983,51,46,3000.0,0,4.6
1,1,1913,51,24,2100.0,0,4.0
0,1,152,82,46,2800.0,0,4.3
1,1,765,50,24,1400.0,0,4.3
0,1,679,70,46,2500.0,0,4.3
0,0,689,51,46,3000.0,0,4.3
0,1,41,51,24,1500.0,0,3.7
0,0,1007,69,24,500.0,0,4.1
0,0,458,50,29,1500.0,0,4.3
0,1,332,50,25,1000.0,0,4.2
0,1,614,69,46,3400.0,0,4.3
0,0,53,70,46,2000.0,0,4.0
1,0,164,70,25,1700.0,0,4.0
0,1,326,70,24,1200.0,0,4.3
0,1,312,69,46,2000.0,0,3.9
0,0,123,50,25,1200.0,0,3.1
0,0,252,28,24,1000.0,0,2.8
0,0,132,8,24,650.0,0,2.8
1,0,118,70,24,1000.0,0,4.1
0,0,108,51,24,800.0,0,3.0
0,0,67,70,24,500.0,0,3.8
0,1,106,8,24,1000.0,0,3.9
0,1,339,65,46,2500.0,0,4.1
1,1,552,77,24,1200.0,0,4.2
1,1,475,15,24,1700.0,0,4.2
0,1,102,65,24,1600.0,0,3.8
0,0,13,85,24,600.0,0,3.3
0,1,158,15,24,1100.0,0,3.9
1,1,945,12,16,750.0,1,4.3
1,1,2669,51,16,1200.0,1,4.3
0,0,2263,12,16,1100.0,1,4.6
0,1,1706,12,16,1000.0,1,4.0
0,0,2638,12,16,600.0,1,4.4
1,0,3548,12,16,650.0,1,4.3
0,0,788,12,19,900.0,1,4.3
1,0,461,12,16,700.0,1,4.1
1,0,67,12,12,500.0,1,3.9
0,0,526,12,16,700.0,1,4.1
1,1,2840,69,26,800.0,1,4.2
1,1,693,51,26,1700.0,1,4.4
0,0,3573,80,16,900.0,1,4.5
1,0,1093,50,2,600.0,1,4.4
0,1,564,51,26,2500.0,1,4.1
0,0,523,50,2,1400.0,1,4.3
0,0,164,82,16,750.0,1,4.2
1,0,115,70,16,700.0,1,4.1
1,1,55,51,16,800.0,1,4.1
1,0,569,82,16,700.0,1,4.3
0,0,1445,51,40,500.0,1,4.0
0,0,388,50,16,1100.0,1,4.1
1,0,66,82,16,800.0,1,3.7
1,0,116,51,17,500.0,1,4.2
0,1,90,50,17,1000.0,1,3.7
1,0,462,82,19,800.0,1,3.9
0,1,314,51,16,800.0,1,3.9
1,0,96,82,16,600.0,1,3.8
1,0,37,82,24,400.0,1,3.8
0,0,44,8,16,700.0,1,2.8
1,0,125,51,26,900.0,1,4.1
1,1,4677,15,70,1300.0,1,4.7
0,0,23,85,20,1100.0,1,4.0
1,0,655,15,20,750.0,1,4.3
1,0,153,85,16,300.0,1,4.1
1,1,860,15,26,1000.0,1,4.3
1,0,740,15,16,750.0,1,4.2
0,1,297,77,16,750.0,1,3.9
0,0,44,85,16,1100.0,1,4.0
1,0,255,85,16,500.0,1,4.2
1,0,128,85,36,650.0,2,4.1
1,0,57,20,86,400.0,2,3.1
1,0,3213,12,24,750.0,2,4.0
1,1,2866,20,24,750.0,2,4.4
1,0,75,20,73,300.0,2,3.7
1,0,58,27,36,600.0,2,3.9
1,0,423,27,40,400.0,2,4.3
1,1,1852,82,16,650.0,2,4.1
1,0,19,28,11,400.0,2,3.7
1,0,254,27,36,500.0,2,2.1
1,0,7547,12,57,1500.0,2,4.3
1,0,143,61,24,800.0,2,3.9
1,0,266,77,73,400.0,2,3.7
1,0,51,27,73,200.0,2,4.0
1,0,56,8,73,150.0,2,3.5
1,0,239,27,24,800.0,2,3.9
1,0,474,27,73,300.0,2,4.1
1,0,148,82,24,650.0,2,4.3
1,0,156,27,73,250.0,2,3.3
1,0,216,8,50,450.0,2,4.4
1,0,2139,69,24,600.0,2,4.3
1,0,21,85,36,500.0,2,3.7
1,0,2492,50,24,1600.0,2,4.6
1,1,4677,15,70,1300.0,2,4.7
1,0,1220,27,24,1200.0,2,4.3
1,1,376,27,24,1200.0,2,4.3
1,0,24,82,73,300.0,2,3.4
1,0,223,51,73,700.0,2,4.4
1,0,285,80,73,500.0,2,4.3
1,0,1744,8,37,400.0,2,4.9
1,0,850,20,24,700.0,2,3.9
1,0,73,82,73,350.0,2,3.3
1,0,352,18,73,350.0,2,3.4
1,0,70,85,86,200.0,2,3.5
1,0,106,82,73,500.0,2,3.8
0,0,79,12,73,500.0,2,4.0
1,0,635,69,37,400.0,2,4.4
0,0,527,12,24,800.0,2,4.3
0,0,182,12,37,400.0,2,4.3
1,0,110,82,73,300.0,2,3.3
1,0,45,14,73,250.0,2,3.7
1,1,3656,50,27,1300.0,2,4.4
1,1,2669,51,16,1200.0,2,4.3
1,1,614,15,24,1100.0,2,4.1
1,0,1093,50,2,600.0,2,4.4
1,0,1445,20,24,800.0,2,4.1
1,0,74,70,73,500.0,2,3.9
1,1,1623,15,24,1300.0,2,4.5
0,0,32,12,11,200.0,2,3.9
1,1,1401,12,25,1700.0,2,4.5
1,1,1913,51,24,2100.0,2,4.0
1,1,1217,80,25,1700.0,2,4.6
1,1,1842,50,24,1500.0,2,4.4
1,0,235,77,24,750.0,2,3.8
1,0,104,82,73,150.0,2,3.9
1,0,904,82,24,2000.0,2,4.3
1,0,740,15,16,750.0,2,4.2
1,0,54,14,13,400.0,2,3.8
1,0,4,20,73,200.0,2,3.3
1,1,2272,80,25,1400.0,2,4.2
1,1,1362,51,46,2100.0,2,3.9
1,1,552,77,24,1200.0,2,4.2
1,1,686,27,24,1000.0,2,4.4
1,0,54,8,73,200.0,2,3.9
1,0,69,8,73,500.0,2,3.3
1,1,2112,8,33,2000.0,2,4.0
1,1,2924,12,24,1000.0,2,4.2
1,0,19,82,73,400.0,2,3.4
1,0,205,82,73,250.0,2,4.1
1,0,20,15,43,400.0,2,3.6
1,0,122,12,14,400.0,2,4.0
1,1,525,27,24,800.0,2,4.1
1,0,154,27,24,700.0,2,4.0
1,0,1379,20,24,700.0,2,4.3
1,1,3485,50,72,1700.0,2,4.3
1,1,1112,12,25,1200.0,2,4.4
1,0,781,12,24,650.0,2,4.0
1,0,1120,8,24,1500.0,2,4.1
1,1,394,8,7,1600.0,2,4.3
1,1,714,70,24,1000.0,2,4.4
1,0,17,82,37,200.0,2,2.9
1,0,283,27,24,700.0,2,2.7
0,1,2041,50,25,1200.0,2,4.4
1,0,205,8,24,800.0,2,3.9
1,1,4733,12,24,1500.0,2,4.2
1,0,63,51,37,900.0,2,4.1
1,0,447,27,24,700.0,2,4.2
0,0,148,15,14,250.0,2,3.8
1,0,255,20,24,700.0,2,3.9
1,0,9,20,73,500.0,2,3.0
1,1,860,15,26,1000.0,2,4.3
1,0,1708,12,57,1300.0,2,4.3
1,0,73,69,37,350.0,2,3.7
1,0,116,51,17,500.0,2,4.2
1,0,462,82,19,800.0,2,3.9
1,0,169,77,73,250.0,2,3.8
1,0,33,27,83,250.0,2,3.8
1,0,48,27,73,200.0,2,4.0
1,0,1207,27,16,600.0,2,4.2
1,0,13,70,73,350.0,2,3.1
0,0,1772,69,24,800.0,2,4.3
0,0,1352,70,24,550.0,2,4.3
0,1,1330,50,25,2100.0,2,4.1
0,0,3573,80,16,900.0,2,4.5
0,1,2266,85,24,1100.0,2,4.4
0,1,519,77,24,1400.0,2,4.3
0,0,484,65,24,600.0,2,4.1
0,0,1899,69,37,400.0,2,4.4
0,0,358,70,73,400.0,2,4.1
0,0,164,82,16,750.0,2,4.2
1,0,15,82,73,300.0,2,3.7
0,0,768,69,24,800.0,2,4.1
0,0,1445,51,40,500.0,2,4.0
1,0,101,80,73,150.0,2,4.0
0,0,169,20,24,600.0,2,3.9
0,0,53,14,86,1200.0,2,3.9
0,0,196,20,24,600.0,2,3.6
0,0,29,15,73,400.0,2,3.8
0,0,102,70,24,550.0,2,4.0
0,0,49,20,73,400.0,2,3.9
0,0,61,15,73,200.0,2,3.7
0,0,34,15,24,700.0,2,3.6
0,0,136,80,24,800.0,2,3.9
0,0,22,51,14,350.0,2,3.8
1,0,4,20,24,750.0,2,3.2
0,0,56,20,56,500.0,2,3.8
0,0,108,51,24,800.0,2,3.0
0,0,161,80,73,300.0,2,3.7
0,0,52,20,24,500.0,2,2.7
0,0,40,8,24,500.0,2,3.9
0,0,26,70,38,500.0,2,3.8
0,0,25,85,73,400.0,2,3.0
0,0,15,85,73,100.0,2,3.6
0,0,38,82,0,300.0,2,3.9
0,0,32,85,73,400.0,2,3.6
0,0,7,51,73,200.0,2,3.4
0,0,17,85,37,250.0,2,3.1
0,0,220,80,37,150.0,2,4.2
0,0,13,85,24,600.0,2,3.3
1,0,185,14,73,350.0,2,3.9
1,1,55,51,16,800.0,2,4.1
1,0,55,50,16,650.0,2,2.9
1,0,9,14,37,100.0,2,3.5
1,0,21,27,73,200.0,2,3.6
1,0,17,69,37,300.0,2,3.5
1,0,362,20,16,700.0,2,3.8
1,0,291,69,86,500.0,2,4.3
1,1,982,82,25,1000.0,2,4.2
1,0,30,82,73,400.0,2,3.7
1,0,174,14,24,800.0,2,4.2
1,0,194,20,24,800.0,2,3.9
1,1,933,12,25,1000.0,2,4.0
1,0,30,20,73,200.0,2,3.7
1,0,25,69,73,300.0,2,2.9
1,0,22,82,24,400.0,2,2.9
1,0,8,64,73,400.0,2,3.4
1,0,43,82,73,250.0,2,3.7
1,0,31,13,24,500.0,2,3.6
0,0,4,82,73,400.0,2,3.2
1,1,452,12,24,600.0,2,4.1
1,0,20,8,73,400.0,2,3.0
1,0,161,15,24,700.0,2,3.7
1,0,68,8,24,500.0,2,3.7
1,0,119,20,24,1000.0,2,3.9
0,0,7,8,16,600.0,2,3.2
1,0,11,85,73,650.0,2,3.4
1,0,18,8,73,300.0,2,3.2
1,0,20,8,73,200.0,2,3.8
1,1,298,27,24,1200.0,2,3.8
1,0,207,15,24,400.0,2,3.8
1,1,456,15,24,1000.0,2,4.0
1,0,279,76,24,600.0,2,4.0
1,0,77,27,73,250.0,2,3.8
1,0,65,8,74,250.0,2,3.9
0,0,6,82,73,300.0,2,3.2
1,0,443,20,24,600.0,2,3.9
1,0,56,85,73,400.0,2,2.8
1,1,1022,8,24,700.0,2,4.0
1,1,475,15,24,1700.0,2,4.2
0,0,4,78,73,200.0,2,3.2
1,0,110,78,24,550.0,2,3.7
0,0,8,20,37,200.0,2,3.5
0,0,32,18,73,500.0,2,3.7
0,0,5,20,73,250.0,2,3.3
1,0,202,12,73,250.0,2,3.9
1,0,41,8,24,500.0,2,3.6
1,0,16,20,73,250.0,2,3.6
1,0,34,15,37,300.0,2,4.2
1,0,24,82,73,300.0,2,3.7
1,1,59,80,73,400.0,2,3.1
0,0,263,27,86,700.0,2,3.8
1,1,864,51,24,1800.0,2,4.4
1,0,655,15,20,750.0,2,4.3
1,0,23,27,73,200.0,2,3.8
1,1,488,80,7,1900.0,2,4.4
1,0,1098,82,24,1300.0,2,4.0
1,1,297,70,24,1000.0,2,4.1
1,0,33,8,73,600.0,2,3.8
1,0,68,50,73,300.0,2,4.4
1,0,153,85,16,300.0,2,4.1
1,0,118,70,24,1000.0,2,4.1
1,0,1765,80,24,750.0,2,4.2
1,1,765,50,24,1400.0,2,4.3
1,0,258,27,24,650.0,2,3.9
1,0,1205,8,10,2000.0,2,4.0
1,1,945,12,16,750.0,2,4.3
1,0,461,12,16,700.0,2,4.1
0,1,158,15,24,1100.0,2,3.9
1,0,34,82,73,600.0,2,2.5
0,1,1706,12,16,1000.0,3,4.0
0,0,182,12,37,400.0,3,4.3
1,0,36,12,37,250.0,3,3.5
0,1,447,69,65,2000.0,3,4.3
1,0,1744,8,37,400.0,3,4.9
1,0,1093,50,2,600.0,3,4.4
0,0,1899,69,37,400.0,3,4.4
0,0,523,50,2,1400.0,3,4.3
1,0,115,70,16,700.0,3,4.1
0,0,223,14,73,300.0,3,3.6
0,0,233,70,37,1250.0,3,4.5
1,1,55,51,16,800.0,3,4.1
1,0,569,82,16,700.0,3,4.3
0,0,1445,51,40,500.0,3,4.0
1,0,216,8,50,450.0,3,4.4
0,1,119,82,24,2000.0,3,4.1
1,1,297,70,24,1000.0,3,4.1
1,0,116,51,17,500.0,3,4.2
0,0,98,82,37,400.0,3,4.0
1,0,68,50,73,300.0,3,4.4
0,0,184,14,73,400.0,3,4.0
1,0,65,8,74,250.0,3,3.9
0,0,89,50,13,400.0,3,3.9
0,0,35,14,83,150.0,3,3.9
1,0,17,82,37,200.0,3,2.9
1,0,73,78,39,150.0,3,3.9
1,0,6,82,0,400.0,3,3.4
1,0,101,8,84,400.0,3,3.9
1,0,47,82,5,400.0,3,2.9
0,0,26,70,38,500.0,3,3.8
1,0,9,14,37,100.0,3,3.5
0,0,38,82,0,300.0,3,3.9
0,0,220,80,37,150.0,3,4.2
1,0,49,69,36,500.0,3,4.0
1,1,4677,15,70,1300.0,3,4.7
0,1,478,77,24,800.0,3,4.2
0,0,23,85,20,1100.0,3,4.0
1,0,655,15,20,750.0,3,4.3
0,0,30,53,83,150.0,3,3.8
1,0,34,15,37,300.0,3,4.2
0,0,5,77,5,250.0,3,3.3
0,0,8,20,37,200.0,3,3.5
0,0,20,20,84,200.0,3,3.5
1,0,255,85,16,500.0,3,4.2
0,0,17,15,0,600.0,3,3.6
0,0,5,20,0,250.0,3,3.2
1,1,4733,12,24,1500.0,4,4.2
0,0,2263,12,16,1100.0,4,4.6
1,0,7547,12,57,1500.0,4,4.3
1,1,1112,12,25,1200.0,4,4.4
0,1,169,12,24,1000.0,4,4.2
1,1,2924,12,24,1000.0,4,4.2
1,1,1401,12,25,1700.0,4,4.5
0,1,1706,12,16,1000.0,4,4.0
0,0,2638,12,16,600.0,4,4.4
1,0,781,12,24,650.0,4,4.0
1,0,1708,12,57,1300.0,4,4.3
0,0,2244,12,7,1100.0,4,4.3
0,0,1289,12,68,1100.0,4,4.2
1,0,3213,12,24,750.0,4,4.0
1,1,945,12,16,750.0,4,4.3
1,0,3548,12,16,650.0,4,4.3
0,1,173,12,24,1300.0,4,4.0
0,1,681,12,25,1200.0,4,3.9
1,1,452,12,24,600.0,4,4.1
1,0,461,12,16,700.0,4,4.1
1,1,933,12,25,1000.0,4,4.0
0,0,527,12,24,800.0,4,4.3
0,1,746,12,68,1500.0,4,3.9
0,0,152,12,24,800.0,4,3.8
1,0,39,12,24,750.0,4,3.7
0,0,79,12,73,500.0,4,4.0
0,0,1218,12,73,200.0,4,3.9
1,0,202,12,73,250.0,4,3.9
0,1,4582,51,57,1700.0,4,4.4
0,1,3119,50,57,2500.0,4,4.2
0,0,3920,69,65,1500.0,4,4.7
0,1,2198,70,24,1800.0,4,4.5
1,1,3130,51,24,1500.0,4,4.3
0,1,8382,8,72,2000.0,4,4.5
0,1,864,50,46,3000.0,4,4.4
0,1,2119,50,46,2200.0,4,4.4
0,0,1772,69,24,800.0,4,4.3
0,0,1352,70,24,550.0,4,4.3
0,1,2341,51,46,2800.0,4,4.6
0,1,5265,80,25,2500.0,4,4.5
0,1,264,8,65,1500.0,4,4.4
1,1,2112,8,33,2000.0,4,4.0
0,0,2395,50,29,1500.0,4,4.4
0,0,1576,8,25,1500.0,4,4.5
0,0,983,51,46,3000.0,4,4.6
1,1,1913,51,24,2100.0,4,4.0
0,1,675,69,46,3500.0,4,4.5
0,1,2213,69,66,1700.0,4,4.2
1,1,1217,80,25,1700.0,4,4.6
0,0,609,80,71,1300.0,4,4.3
0,1,2046,28,24,1600.0,4,4.1
0,1,152,82,46,2800.0,4,4.3
1,1,3485,50,72,1700.0,4,4.3
0,1,1427,51,71,1500.0,4,4.2
1,1,2669,51,16,1200.0,4,4.3
0,1,1083,70,24,1500.0,4,4.6
1,0,2492,50,24,1600.0,4,4.6
1,1,3656,50,27,1300.0,4,4.4
0,1,2041,50,25,1200.0,4,4.4
0,1,447,69,65,2000.0,4,4.3
0,1,757,50,49,3000.0,4,4.3
0,1,1330,50,25,2100.0,4,4.1
0,0,1030,50,57,1500.0,4,4.3
0,1,596,28,25,2500.0,4,4.3
1,1,488,80,7,1900.0,4,4.4
0,1,1429,50,46,2200.0,4,4.6
1,1,860,69,24,1400.0,4,4.1
0,1,668,69,24,2000.0,4,4.3
0,1,194,69,7,1200.0,4,4.4
1,1,765,50,24,1400.0,4,4.3
1,1,1842,50,24,1500.0,4,4.4
1,0,2139,69,24,600.0,4,4.3
0,1,2658,8,7,1300.0,4,4.3
1,1,1362,51,46,2100.0,4,3.9
1,1,693,51,26,1700.0,4,4.4
0,0,3573,80,16,900.0,4,4.5
0,1,1190,8,24,1100.0,4,4.4
0,1,1065,82,24,1600.0,4,4.4
0,1,140,82,46,2500.0,4,4.2
0,1,679,70,46,2500.0,4,4.3
0,0,1187,69,24,550.0,4,4.3
0,1,113,50,25,1000.0,4,4.4
0,0,689,51,46,3000.0,4,4.3
0,1,286,80,7,1200.0,4,4.3
1,1,2272,80,25,1400.0,4,4.2
0,1,561,50,46,4000.0,4,4.4
0,1,41,51,24,1500.0,4,3.7
0,0,1007,69,24,500.0,4,4.1
1,1,864,51,24,1800.0,4,4.4
0,1,1428,82,68,1300.0,4,4.2
0,0,458,50,29,1500.0,4,4.3
1,0,370,51,84,200.0,4,3.9
0,1,210,51,71,1000.0,4,4.2
0,1,190,51,46,2000.0,4,4.4
0,0,688,50,24,1500.0,4,4.3
0,1,332,50,25,1000.0,4,4.2
1,1,714,70,24,1000.0,4,4.4
1,1,982,82,25,1000.0,4,4.2
0,1,280,51,24,1500.0,4,4.4
0,1,564,51,26,2500.0,4,4.1
0,1,614,69,46,3400.0,4,4.3
0,1,474,69,57,3000.0,4,4.3
1,0,904,82,24,2000.0,4,4.3
0,0,164,82,16,750.0,4,4.2
0,1,357,70,46,3500.0,4,4.3
1,0,1098,82,24,1300.0,4,4.0
0,1,2076,50,24,1500.0,4,4.2
1,0,115,70,16,700.0,4,4.1
1,1,394,8,7,1600.0,4,4.3
0,0,4428,8,30,1200.0,4,4.2
0,1,552,8,71,1100.0,4,4.1
1,0,164,70,25,1700.0,4,4.0
0,0,768,69,24,800.0,4,4.1
0,1,233,70,46,4000.0,4,4.3
0,1,49,82,46,3000.0,4,3.9
1,0,1120,8,24,1500.0,4,4.1
1,0,569,82,16,700.0,4,4.3
0,1,326,70,24,1200.0,4,4.3
1,0,94,82,24,550.0,4,4.3
1,0,1205,8,10,2000.0,4,4.0
1,0,148,82,24,650.0,4,4.3
0,1,336,51,25,1800.0,4,4.1
0,0,388,50,16,1100.0,4,4.1
1,0,66,82,16,800.0,4,3.7
0,1,119,82,24,2000.0,4,4.1
1,0,174,14,24,800.0,4,4.2
0,0,396,8,57,1500.0,4,2.0
1,1,297,70,24,1000.0,4,4.1
1,0,1765,80,24,750.0,4,4.2
1,0,116,51,17,500.0,4,4.2
0,1,90,50,17,1000.0,4,3.7
1,0,108,78,24,550.0,4,4.0
0,0,190,80,6,600.0,4,3.9
0,1,176,70,46,3000.0,4,4.2
1,0,110,78,24,550.0,4,3.7
1,1,59,80,73,400.0,4,3.1
1,0,205,8,24,800.0,4,3.9
0,0,22,78,73,350.0,4,3.8
0,0,102,70,24,550.0,4,4.0
0,0,54,50,25,1800.0,4,3.5
1,0,462,82,19,800.0,4,3.9
1,0,74,70,73,500.0,4,3.9
0,1,314,51,16,800.0,4,3.9
0,0,123,50,25,1200.0,4,3.1
0,0,252,28,24,1000.0,4,2.8
0,0,294,69,68,1000.0,4,3.7
1,1,1022,8,24,700.0,4,4.0
0,0,116,51,46,3000.0,4,4.1
0,0,132,8,24,650.0,4,2.8
0,0,136,80,24,800.0,4,3.9
0,1,195,51,58,3000.0,4,4.0
1,0,118,70,24,1000.0,4,4.1
1,0,37,82,24,400.0,4,3.8
1,1,81,82,24,800.0,4,3.8
1,0,42,82,24,400.0,4,3.6
0,0,108,51,24,800.0,4,3.0
0,1,106,8,24,1000.0,4,3.9
0,1,97,82,57,2400.0,4,4.0
1,0,30,82,73,400.0,4,3.7
1,0,20,8,73,400.0,4,3.0
0,0,40,8,24,500.0,4,3.9
0,0,4,8,56,150.0,4,3.4
0,0,104,8,16,800.0,4,3.6
1,0,41,8,24,500.0,4,3.6
1,0,133,69,14,250.0,4,4.0
0,0,9,14,24,450.0,4,3.2
0,0,10,51,16,400.0,4,3.1
1,0,118,70,24,500.0,4,3.6
